Entity,Code,Year, (% of GDP)
Chile,CHL,2008,6.8683536
Chile,CHL,2009,7.39252832
Chile,CHL,2010,6.96860594
Chile,CHL,2011,7.00457914
Chile,CHL,2012,7.23794642
Chile,CHL,2013,7.5312947
Chile,CHL,2014,7.78585767
China,CHN,1995,3.52548646
China,CHN,1996,3.78557264
China,CHN,1997,4.0245977
China,CHN,1998,4.33385163
China,CHN,1999,4.48787053
China,CHN,2000,4.59690987
China,CHN,2001,4.55782328
China,CHN,2002,4.78507297
China,CHN,2003,4.82123292
China,CHN,2004,4.72284375
China,CHN,2005,4.65846996
China,CHN,2006,4.52241742
China,CHN,2007,4.31833293
China,CHN,2008,4.58905193
China,CHN,2009,5.07535532
China,CHN,2010,4.88633979
China,CHN,2011,5.02886408
China,CHN,2012,5.26451547
China,CHN,2013,5.38570406
China,CHN,2014,5.54822768
Colombia,COL,1995,6.75685008
Colombia,COL,1996,8.16065798
Colombia,COL,1997,8.95554088
Colombia,COL,1998,8.72644655
Colombia,COL,1999,8.67188966
Colombia,COL,2000,5.90658511
Colombia,COL,2001,5.96000372
Colombia,COL,2002,5.66898945
Colombia,COL,2003,5.92269295
Colombia,COL,2004,5.37077635
Colombia,COL,2005,5.8158366
Colombia,COL,2006,6.1117047
Colombia,COL,2007,6.25336641
Colombia,COL,2008,6.61993597
Colombia,COL,2009,7.01240715
Colombia,COL,2010,6.75752454
Colombia,COL,2011,6.63578902
Colombia,COL,2012,6.93347013
Colombia,COL,2013,6.8432
Colombia,COL,2014,7.20129855
Comoros,COM,1995,4.61334969
Comoros,COM,1996,4.48025047
Comoros,COM,1997,4.49258244
Comoros,COM,1998,4.04421255
Comoros,COM,1999,3.8681088
Comoros,COM,2000,3.55560015
Comoros,COM,2001,2.85941954
Comoros,COM,2002,3.38792052
Comoros,COM,2003,3.64985651
Comoros,COM,2004,3.95907616
Comoros,COM,2005,4.31649402
Comoros,COM,2006,4.57135897
Comoros,COM,2007,4.93045333
Comoros,COM,2008,5.13058242
Comoros,COM,2009,3.8159446
Comoros,COM,2010,5.82480352
Comoros,COM,2011,6.09705013
Comoros,COM,2012,7.10723668
Comoros,COM,2013,6.50938357
Comoros,COM,2014,6.74764314
Congo,COG,1995,3.16306069
Congo,COG,1996,2.86291491
Congo,COG,1997,3.09868108
Congo,COG,1998,3.73837716
Congo,COG,1999,3.06500203
Congo,COG,2000,2.12504959
Congo,COG,2001,2.43633674
Congo,COG,2002,2.45276459
Congo,COG,2003,2.61050747
Congo,COG,2004,2.55529589
Congo,COG,2005,2.42171832
Congo,COG,2006,2.3727083
Congo,COG,2007,2.53770363
Congo,COG,2008,2.08514176
Congo,COG,2009,2.26558576
Congo,COG,2010,2.29284845
Congo,COG,2011,2.79015169
Congo,COG,2012,3.97634646
Congo,COG,2013,5.09464112
Congo,COG,2014,5.15141136
Costa Rica,CRI,1995,6.51231532
Costa Rica,CRI,1996,6.65078699
Costa Rica,CRI,1997,6.35054774
Costa Rica,CRI,1998,7.13212144
Costa Rica,CRI,1999,6.83088785
Costa Rica,CRI,2000,7.12411021
Costa Rica,CRI,2001,7.24688126
Costa Rica,CRI,2002,8.22565685
Costa Rica,CRI,2003,8.44923734
Costa Rica,CRI,2004,7.79839004
Costa Rica,CRI,2005,7.73973795
Costa Rica,CRI,2006,7.8231858
Costa Rica,CRI,2007,8.36985934
Costa Rica,CRI,2008,9.00515369
Costa Rica,CRI,2009,9.68658882
Costa Rica,CRI,2010,9.65747228
Costa Rica,CRI,2011,9.72939981
Costa Rica,CRI,2012,9.55968402
Costa Rica,CRI,2013,9.4665247
Costa Rica,CRI,2014,9.31311229
Cote d'Ivoire,CIV,1995,6.36900793
Cote d'Ivoire,CIV,1996,6.74057936
Cote d'Ivoire,CIV,1997,7.06619884
Cote d'Ivoire,CIV,1998,7.29820334
Cote d'Ivoire,CIV,1999,6.52167773
Cote d'Ivoire,CIV,2000,6.00117587
Cote d'Ivoire,CIV,2001,4.84648676
Cote d'Ivoire,CIV,2002,4.46676932
Cote d'Ivoire,CIV,2003,4.65208666
Cote d'Ivoire,CIV,2004,5.23740268
Cote d'Ivoire,CIV,2005,5.3896073
Cote d'Ivoire,CIV,2006,5.87099688
Cote d'Ivoire,CIV,2007,6.34588449
Cote d'Ivoire,CIV,2008,6.20550231
Cote d'Ivoire,CIV,2009,6.41352727
Cote d'Ivoire,CIV,2010,6.32384065
Cote d'Ivoire,CIV,2011,6.42052546
Cote d'Ivoire,CIV,2012,6.14322312
Cote d'Ivoire,CIV,2013,5.80954361
Cote d'Ivoire,CIV,2014,5.71627357
Croatia,HRV,1995,6.74396895
Croatia,HRV,1996,7.00520024
Croatia,HRV,1997,5.7929835
Croatia,HRV,1998,6.58691214
Croatia,HRV,1999,7.24325614
Croatia,HRV,2000,7.66469802
Croatia,HRV,2001,7.16206455
Croatia,HRV,2002,6.19018539
Croatia,HRV,2003,6.34665765
Croatia,HRV,2004,6.55583737
Croatia,HRV,2005,6.89409977
Croatia,HRV,2006,6.95312104
Croatia,HRV,2007,7.44334788
Croatia,HRV,2008,7.7045206
Croatia,HRV,2009,8.17701771
Croatia,HRV,2010,8.24785313
Croatia,HRV,2011,7.79909419
Croatia,HRV,2012,7.79722563
Croatia,HRV,2013,7.82827445
Croatia,HRV,2014,7.80324176
Cuba,CUB,1995,5.15194347
Cuba,CUB,1996,5.2563626
Cuba,CUB,1997,5.49944414
Cuba,CUB,1998,5.76999293
Cuba,CUB,1999,6.00381452
Cuba,CUB,2000,6.0657218
Cuba,CUB,2001,6.27017609
Cuba,CUB,2002,6.49530818
Cuba,CUB,2003,6.31477793
Cuba,CUB,2004,6.13763913
Cuba,CUB,2005,9.39424353
Cuba,CUB,2006,7.67119625
Cuba,CUB,2007,10.41968483
Cuba,CUB,2008,10.79330726
Cuba,CUB,2009,11.78167488
Cuba,CUB,2010,10.19428176
Cuba,CUB,2011,10.59691898
Cuba,CUB,2012,8.59069933
Cuba,CUB,2013,9.48202921
Cuba,CUB,2014,11.05880043
Cyprus,CYP,1995,4.73555051
Cyprus,CYP,1996,5.20546815
Cyprus,CYP,1997,5.53045023
Cyprus,CYP,1998,5.58342922
Cyprus,CYP,1999,5.59747051
Cyprus,CYP,2000,5.76878621
Cyprus,CYP,2001,5.78263528
Cyprus,CYP,2002,6.1236131
Cyprus,CYP,2003,6.83046446
Cyprus,CYP,2004,6.41800628
Cyprus,CYP,2005,6.3690867
Cyprus,CYP,2006,6.27810151
Cyprus,CYP,2007,6.05253416
Cyprus,CYP,2008,6.89217292
Cyprus,CYP,2009,7.40220132
Cyprus,CYP,2010,7.2339653
Cyprus,CYP,2011,7.53731961
Cyprus,CYP,2012,7.43887767
Cyprus,CYP,2013,7.45866684
Cyprus,CYP,2014,7.36761162
Czech Republic,CZE,1995,6.6939823
Czech Republic,CZE,1996,6.4112513
Czech Republic,CZE,1997,6.40105384
Czech Republic,CZE,1998,6.41802925
Czech Republic,CZE,1999,6.34893158
Czech Republic,CZE,2000,6.31376242
Czech Republic,CZE,2001,6.42218784
Czech Republic,CZE,2002,6.79738309
Czech Republic,CZE,2003,7.13181689
Czech Republic,CZE,2004,6.90346859
Czech Republic,CZE,2005,6.93394326
Czech Republic,CZE,2006,6.69370303
Czech Republic,CZE,2007,6.522339
Czech Republic,CZE,2008,6.81889577
Czech Republic,CZE,2009,7.84539515
Czech Republic,CZE,2010,7.4318989
Czech Republic,CZE,2011,7.50106056
Czech Republic,CZE,2012,7.54794135
Czech Republic,CZE,2013,7.48649513
Czech Republic,CZE,2014,7.41091154
Democratic Republic of Congo,COD,1995,3.2506534
Democratic Republic of Congo,COD,1996,3.03382391
Democratic Republic of Congo,COD,1997,3.6186459
Democratic Republic of Congo,COD,1998,4.26378754
Democratic Republic of Congo,COD,1999,3.80431781
Democratic Republic of Congo,COD,2000,1.44624365
Democratic Republic of Congo,COD,2001,2.66685774
Democratic Republic of Congo,COD,2002,2.5871639
Democratic Republic of Congo,COD,2003,3.20376686
Democratic Republic of Congo,COD,2004,3.33995801
Democratic Republic of Congo,COD,2005,3.14461623
Democratic Republic of Congo,COD,2006,3.38568114
Democratic Republic of Congo,COD,2007,3.61073821
Democratic Republic of Congo,COD,2008,4.45778277
Democratic Republic of Congo,COD,2009,5.6131874
Democratic Republic of Congo,COD,2010,4.04297925
Democratic Republic of Congo,COD,2011,3.53486147
Democratic Republic of Congo,COD,2012,3.7652661
Democratic Republic of Congo,COD,2013,3.88677527
Democratic Republic of Congo,COD,2014,4.32823361
Denmark,DNK,1995,8.12529118
Denmark,DNK,1996,8.21149933
Denmark,DNK,1997,8.15091135
Denmark,DNK,1998,8.15613412
Denmark,DNK,1999,8.95363968
Denmark,DNK,2000,8.69908954
Denmark,DNK,2001,9.10017962
Denmark,DNK,2002,9.33288751
Denmark,DNK,2003,9.50939145
Denmark,DNK,2004,9.67486939
Denmark,DNK,2005,9.7699606
Denmark,DNK,2006,9.92431629
Denmark,DNK,2007,9.98729401
Denmark,DNK,2008,10.18303034
Denmark,DNK,2009,11.47219769
Denmark,DNK,2010,11.08183797
Denmark,DNK,2011,10.86554541
Denmark,DNK,2012,10.9838191
Denmark,DNK,2013,11.24700751
Denmark,DNK,2014,10.80495696
Djibouti,DJI,1995,3.95089843
Djibouti,DJI,1996,3.97202354
Djibouti,DJI,1997,4.598152
Djibouti,DJI,1998,5.45433438
Djibouti,DJI,1999,6.21829622
Djibouti,DJI,2000,5.75373964
Djibouti,DJI,2001,5.37254273
Djibouti,DJI,2002,5.44853384
Djibouti,DJI,2003,6.2210856
Djibouti,DJI,2004,6.7637107
Djibouti,DJI,2005,7.21478463
Djibouti,DJI,2006,7.05121762
Djibouti,DJI,2007,7.72082465
Djibouti,DJI,2008,8.04957964
Djibouti,DJI,2009,8.37116146
Djibouti,DJI,2010,8.84146484
Djibouti,DJI,2011,8.71121911
Djibouti,DJI,2012,8.94711732
Djibouti,DJI,2013,9.13982602
Djibouti,DJI,2014,10.56825612
Dominica,DMA,1995,5.85107017
Dominica,DMA,1996,5.86916299
Dominica,DMA,1997,5.99052114
Dominica,DMA,1998,5.7401763
Dominica,DMA,1999,5.7772693
Dominica,DMA,2000,4.67680993
Dominica,DMA,2001,4.61495217
Dominica,DMA,2002,4.71101985
Dominica,DMA,2003,4.58840093
Dominica,DMA,2004,4.31835019
Dominica,DMA,2005,4.5907974
Dominica,DMA,2006,4.54040177
Dominica,DMA,2007,4.66781159
Dominica,DMA,2008,4.54347143
Dominica,DMA,2009,5.259277
Dominica,DMA,2010,5.71976867
Dominica,DMA,2011,5.63311849
Dominica,DMA,2012,5.35510714
Dominica,DMA,2013,5.58003918
Dominica,DMA,2014,5.48583257
Dominican Republic,DOM,1995,5.2103532
Dominican Republic,DOM,1996,5.01460052
Dominican Republic,DOM,1997,5.26953146
Dominican Republic,DOM,1998,5.44041106
Dominican Republic,DOM,1999,5.66399715
Dominican Republic,DOM,2000,5.90216851
Dominican Republic,DOM,2001,5.59412454
Dominican Republic,DOM,2002,5.78862837
Dominican Republic,DOM,2003,5.53403296
Dominican Republic,DOM,2004,4.28073586
Dominican Republic,DOM,2005,4.26151651
Dominican Republic,DOM,2006,4.34435286
Dominican Republic,DOM,2007,4.34354051
Dominican Republic,DOM,2008,4.19632994
Dominican Republic,DOM,2009,4.41085261
Dominican Republic,DOM,2010,4.06246968
Dominican Republic,DOM,2011,4.21893383
Dominican Republic,DOM,2012,4.26412797
Dominican Republic,DOM,2013,4.11902833
Dominican Republic,DOM,2014,4.37577756
Early-demographic dividend,,1995,4.710876051
Early-demographic dividend,,1996,4.575836681
Early-demographic dividend,,1997,4.755270997
Early-demographic dividend,,1998,4.976423604
Early-demographic dividend,,1999,5.141292011
Early-demographic dividend,,2000,5.114973029
Early-demographic dividend,,2001,5.350660444
Early-demographic dividend,,2002,5.077513076
Early-demographic dividend,,2003,5.169321522
Early-demographic dividend,,2004,5.07543846
Early-demographic dividend,,2005,5.078024012
Early-demographic dividend,,2006,5.03692552
Early-demographic dividend,,2007,5.059211943
Early-demographic dividend,,2008,5.01600268
Early-demographic dividend,,2009,5.456060442
Early-demographic dividend,,2010,5.20677265
Early-demographic dividend,,2011,5.088072018
Early-demographic dividend,,2012,5.120812648
Early-demographic dividend,,2013,5.206469733
Early-demographic dividend,,2014,5.283748459
East Asia & Pacific,,1995,5.844628946
East Asia & Pacific,,1996,5.686374977
East Asia & Pacific,,1997,5.825270498
East Asia & Pacific,,1998,6.154498928
East Asia & Pacific,,1999,6.380789666
East Asia & Pacific,,2000,6.492347177
East Asia & Pacific,,2001,6.559497019
East Asia & Pacific,,2002,6.559177573
East Asia & Pacific,,2003,6.671626064
East Asia & Pacific,,2004,6.653936727
East Asia & Pacific,,2005,6.64563159
East Asia & Pacific,,2006,6.482150977
East Asia & Pacific,,2007,6.290295089
East Asia & Pacific,,2008,6.483811711
East Asia & Pacific,,2009,7.027438193
East Asia & Pacific,,2010,6.857856481
East Asia & Pacific,,2011,6.981408731
East Asia & Pacific,,2012,7.071559242
East Asia & Pacific,,2013,6.908212289
East Asia & Pacific,,2014,6.887218179
East Asia & Pacific (IDA & IBRD),,1995,3.27349119
East Asia & Pacific (IDA & IBRD),,1996,3.476679153
East Asia & Pacific (IDA & IBRD),,1997,3.645502505
East Asia & Pacific (IDA & IBRD),,1998,4.018956359
East Asia & Pacific (IDA & IBRD),,1999,4.072449809
East Asia & Pacific (IDA & IBRD),,2000,4.104013594
East Asia & Pacific (IDA & IBRD),,2001,4.1613099
East Asia & Pacific (IDA & IBRD),,2002,4.321365301
East Asia & Pacific (IDA & IBRD),,2003,4.403891514
East Asia & Pacific (IDA & IBRD),,2004,4.328154887
East Asia & Pacific (IDA & IBRD),,2005,4.338426368
East Asia & Pacific (IDA & IBRD),,2006,4.257037354
East Asia & Pacific (IDA & IBRD),,2007,4.141269209
East Asia & Pacific (IDA & IBRD),,2008,4.346880808
East Asia & Pacific (IDA & IBRD),,2009,4.793458707
East Asia & Pacific (IDA & IBRD),,2010,4.593384923
East Asia & Pacific (IDA & IBRD),,2011,4.720154367
East Asia & Pacific (IDA & IBRD),,2012,4.96899289
East Asia & Pacific (IDA & IBRD),,2013,5.094834282
East Asia & Pacific (IDA & IBRD),,2014,5.257042068
East Asia & Pacific (excluding high income),,1995,3.272879226
East Asia & Pacific (excluding high income),,1996,3.476085664
East Asia & Pacific (excluding high income),,1997,3.64494296
East Asia & Pacific (excluding high income),,1998,4.018467264
East Asia & Pacific (excluding high income),,1999,4.07192683
East Asia & Pacific (excluding high income),,2000,4.103549127
East Asia & Pacific (excluding high income),,2001,4.160922937
East Asia & Pacific (excluding high income),,2002,4.321037563
East Asia & Pacific (excluding high income),,2003,4.403609658
East Asia & Pacific (excluding high income),,2004,4.327862088
East Asia & Pacific (excluding high income),,2005,4.338184613
East Asia & Pacific (excluding high income),,2006,4.256804665
East Asia & Pacific (excluding high income),,2007,4.141066974
East Asia & Pacific (excluding high income),,2008,4.346724008
East Asia & Pacific (excluding high income),,2009,4.793322563
East Asia & Pacific (excluding high income),,2010,4.593243459
East Asia & Pacific (excluding high income),,2011,4.720059177
East Asia & Pacific (excluding high income),,2012,4.968905129
East Asia & Pacific (excluding high income),,2013,5.094753634
East Asia & Pacific (excluding high income),,2014,5.256967833
Ecuador,ECU,1995,3.39863636
Ecuador,ECU,1996,3.7410135
Ecuador,ECU,1997,3.71706789
Ecuador,ECU,1998,3.57834839
Ecuador,ECU,1999,3.80909529
Ecuador,ECU,2000,3.3786467
Ecuador,ECU,2001,3.85795035
Ecuador,ECU,2002,4.61526692
Ecuador,ECU,2003,6.46381498
Ecuador,ECU,2004,6.21729056
Ecuador,ECU,2005,5.87295184
Ecuador,ECU,2006,5.85722282
Ecuador,ECU,2007,5.93693781
Ecuador,ECU,2008,5.66029931
Ecuador,ECU,2009,5.57500385
Ecuador,ECU,2010,5.9021487
Ecuador,ECU,2011,5.9151677
Ecuador,ECU,2012,6.47936086
Ecuador,ECU,2013,7.28688971
Ecuador,ECU,2014,9.16108824
Egypt,EGY,1995,3.53650574
Egypt,EGY,1996,3.8968055
Egypt,EGY,1997,4.6100914
Egypt,EGY,1998,4.92653751
Egypt,EGY,1999,5.2573956
Egypt,EGY,2000,5.55075125
Egypt,EGY,2001,5.75054527
Egypt,EGY,2002,5.96959135
Egypt,EGY,2003,5.41204355
Egypt,EGY,2004,5.21090557
Egypt,EGY,2005,5.06260429
Egypt,EGY,2006,5.23956984
Egypt,EGY,2007,4.95043355
Egypt,EGY,2008,4.81986313
Egypt,EGY,2009,5.0088987
Egypt,EGY,2010,4.79725822
Egypt,EGY,2011,5.03966667
Egypt,EGY,2012,5.29360162
Egypt,EGY,2013,5.46252124
Egypt,EGY,2014,5.64211505
El Salvador,SLV,1995,6.37866428
El Salvador,SLV,1996,7.57816748
El Salvador,SLV,1997,8.20785503
El Salvador,SLV,1998,8.42542914
El Salvador,SLV,1999,8.16387259
El Salvador,SLV,2000,8.17035693
El Salvador,SLV,2001,8.01874114
El Salvador,SLV,2002,7.89933898
El Salvador,SLV,2003,7.60620874
El Salvador,SLV,2004,7.29741079
El Salvador,SLV,2005,7.19019921
El Salvador,SLV,2006,6.67646241
El Salvador,SLV,2007,6.31506264
El Salvador,SLV,2008,6.21326237
El Salvador,SLV,2009,6.83139755
El Salvador,SLV,2010,6.912477
El Salvador,SLV,2011,6.8080665
El Salvador,SLV,2012,6.70445412
El Salvador,SLV,2013,6.94580058
El Salvador,SLV,2014,6.77240285
Equatorial Guinea,GNQ,1995,5.38183325
Equatorial Guinea,GNQ,1996,4.44083118
Equatorial Guinea,GNQ,1997,3.18420482
Equatorial Guinea,GNQ,1998,4.27792987
Equatorial Guinea,GNQ,1999,2.758364
Equatorial Guinea,GNQ,2000,2.73288105
Equatorial Guinea,GNQ,2001,1.78308363
Equatorial Guinea,GNQ,2002,2.05102618
Equatorial Guinea,GNQ,2003,2.22972919
Equatorial Guinea,GNQ,2004,2.39764528
Equatorial Guinea,GNQ,2005,1.63062912
Equatorial Guinea,GNQ,2006,2.12883668
Equatorial Guinea,GNQ,2007,2.24801409
Equatorial Guinea,GNQ,2008,2.311263
Equatorial Guinea,GNQ,2009,5.32060059
Equatorial Guinea,GNQ,2010,3.83919384
Equatorial Guinea,GNQ,2011,3.29221335
Equatorial Guinea,GNQ,2012,4.00084211
Equatorial Guinea,GNQ,2013,3.73335792
Equatorial Guinea,GNQ,2014,3.80407904
Eritrea,ERI,1995,4.52377069
Eritrea,ERI,1996,3.61207708
Eritrea,ERI,1997,4.19876947
Eritrea,ERI,1998,4.4842092
Eritrea,ERI,1999,5.00556026
Eritrea,ERI,2000,4.43459367
Eritrea,ERI,2001,3.94880121
Eritrea,ERI,2002,4.022588
Eritrea,ERI,2003,3.50246439
Eritrea,ERI,2004,3.14235447
Eritrea,ERI,2005,2.96792167
Eritrea,ERI,2006,3.29897088
Eritrea,ERI,2007,3.29157461
Eritrea,ERI,2008,3.68846683
Eritrea,ERI,2009,3.30193937
Eritrea,ERI,2010,3.24031896
Eritrea,ERI,2011,3.06088999
Eritrea,ERI,2012,2.97641275
Eritrea,ERI,2013,3.0122195
Eritrea,ERI,2014,3.33829318
Estonia,EST,1995,6.31814012
Estonia,EST,1996,6.57390761
Estonia,EST,1997,6.1883056
Estonia,EST,1998,5.55535904
Estonia,EST,1999,5.85598582
Estonia,EST,2000,5.2816118
Estonia,EST,2001,4.85382046
Estonia,EST,2002,4.8440834
Estonia,EST,2003,4.91867721
Estonia,EST,2004,5.13198242
Estonia,EST,2005,5.01934025
Estonia,EST,2006,5.01483256
Estonia,EST,2007,5.15908483
Estonia,EST,2008,6.05608547
Estonia,EST,2009,6.93238582
Estonia,EST,2010,6.24878186
Estonia,EST,2011,5.8320426
Estonia,EST,2012,6.36428657
Estonia,EST,2013,6.48178731
Estonia,EST,2014,6.37929421
Ethiopia,ETH,1995,2.95660882
Ethiopia,ETH,1996,2.9185687
Ethiopia,ETH,1997,3.200776
Ethiopia,ETH,1998,3.73468837
Ethiopia,ETH,1999,3.95586855
Ethiopia,ETH,2000,4.36421528
Ethiopia,ETH,2001,4.26258377
Ethiopia,ETH,2002,4.72945755
Ethiopia,ETH,2003,4.63536942
Ethiopia,ETH,2004,4.23459837
Ethiopia,ETH,2005,4.20170809
Ethiopia,ETH,2006,4.46674967
Ethiopia,ETH,2007,4.69032041
Ethiopia,ETH,2008,4.28069284
Ethiopia,ETH,2009,4.40929621
Ethiopia,ETH,2010,6.86140983
Ethiopia,ETH,2011,6.54770287
Ethiopia,ETH,2012,5.76934846
Ethiopia,ETH,2013,5.19220468
Ethiopia,ETH,2014,4.88431325
Euro area,,1995,8.713422449
Euro area,,1996,8.865950644
Euro area,,1997,8.870066317
Euro area,,1998,8.855167012
Euro area,,1999,8.870693936
Euro area,,2000,8.892944976
Euro area,,2001,9.01244523
Euro area,,2002,9.225559618
Euro area,,2003,9.433243955
Euro area,,2004,9.455939733
Euro area,,2005,9.633392211
Euro area,,2006,9.561260914
Euro area,,2007,9.454057001
Euro area,,2008,9.738149004
Euro area,,2009,10.49260956
Euro area,,2010,10.41197807
Euro area,,2011,10.32355981
Euro area,,2012,10.40224742
Euro area,,2013,10.44111182
Euro area,,2014,10.44466255
Europe & Central Asia,,1995,8.104772442
Europe & Central Asia,,1996,8.231672441
Europe & Central Asia,,1997,8.189364492
Europe & Central Asia,,1998,8.179494476
Europe & Central Asia,,1999,8.283375149
Europe & Central Asia,,2000,8.226395565
Europe & Central Asia,,2001,8.431573657
Europe & Central Asia,,2002,8.669262954
Europe & Central Asia,,2003,8.869730265
Europe & Central Asia,,2004,8.837827436
Europe & Central Asia,,2005,8.910925882
Europe & Central Asia,,2006,8.809590767
Europe & Central Asia,,2007,8.706646519
Europe & Central Asia,,2008,8.968939376
Europe & Central Asia,,2009,9.812382163
Europe & Central Asia,,2010,9.555919232
Europe & Central Asia,,2011,9.427310701
Europe & Central Asia,,2012,9.459793945
Europe & Central Asia,,2013,9.505386545
Europe & Central Asia,,2014,9.501980993
Europe & Central Asia (IDA & IBRD),,1995,4.929242768
Europe & Central Asia (IDA & IBRD),,1996,5.143888211
Europe & Central Asia (IDA & IBRD),,1997,5.81273722
Europe & Central Asia (IDA & IBRD),,1998,5.380216278
Europe & Central Asia (IDA & IBRD),,1999,5.43753181
Europe & Central Asia (IDA & IBRD),,2000,5.333360879
Europe & Central Asia (IDA & IBRD),,2001,5.589404226
Europe & Central Asia (IDA & IBRD),,2002,5.868627176
Europe & Central Asia (IDA & IBRD),,2003,5.789200199
Europe & Central Asia (IDA & IBRD),,2004,5.630339557
Europe & Central Asia (IDA & IBRD),,2005,5.648481223
Europe & Central Asia (IDA & IBRD),,2006,5.681203742
Europe & Central Asia (IDA & IBRD),,2007,5.759203107
Europe & Central Asia (IDA & IBRD),,2008,6.217841896
Europe & Central Asia (IDA & IBRD),,2009,6.854266293
Europe & Central Asia (IDA & IBRD),,2010,6.467054396
Europe & Central Asia (IDA & IBRD),,2011,6.210308639
Europe & Central Asia (IDA & IBRD),,2012,6.353757677
Europe & Central Asia (IDA & IBRD),,2013,6.463653763
Europe & Central Asia (IDA & IBRD),,2014,6.412490615
Europe & Central Asia (excluding high income),,1995,4.850605707
Europe & Central Asia (excluding high income),,1996,5.018996346
Europe & Central Asia (excluding high income),,1997,5.866587149
Europe & Central Asia (excluding high income),,1998,5.272388079
Europe & Central Asia (excluding high income),,1999,5.376693078
Europe & Central Asia (excluding high income),,2000,5.293119315
Europe & Central Asia (excluding high income),,2001,5.518331024
Europe & Central Asia (excluding high income),,2002,5.758774869
Europe & Central Asia (excluding high income),,2003,5.69821173
Europe & Central Asia (excluding high income),,2004,5.526524965
Europe & Central Asia (excluding high income),,2005,5.549846471
Europe & Central Asia (excluding high income),,2006,5.601222594
Europe & Central Asia (excluding high income),,2007,5.677170938
Europe & Central Asia (excluding high income),,2008,6.113405534
Europe & Central Asia (excluding high income),,2009,6.810009764
Europe & Central Asia (excluding high income),,2010,6.403543393
Europe & Central Asia (excluding high income),,2011,6.142987575
Europe & Central Asia (excluding high income),,2012,6.32126165
Europe & Central Asia (excluding high income),,2013,6.470901706
Europe & Central Asia (excluding high income),,2014,6.420824961
European Union,,1995,8.30330288
European Union,,1996,8.423406111
European Union,,1997,8.322794015
European Union,,1998,8.3183987
European Union,,1999,8.392267651
European Union,,2000,8.390356046
European Union,,2001,8.578864959
European Union,,2002,8.806235506
European Union,,2003,9.037928851
European Union,,2004,9.065703391
European Union,,2005,9.225950848
European Union,,2006,9.17577144
European Union,,2007,9.09173645
European Union,,2008,9.399170111
European Union,,2009,10.19329396
European Union,,2010,10.05010818
European Union,,2011,10.00968899
European Union,,2012,10.07419887
European Union,,2013,10.09762482
European Union,,2014,10.03950262
Fiji,FJI,1995,3.11363329
Fiji,FJI,1996,3.27231193
Fiji,FJI,1997,3.53182738
Fiji,FJI,1998,3.18470345
Fiji,FJI,1999,3.14455216
Fiji,FJI,2000,3.86874867
Fiji,FJI,2001,3.28148396
Fiji,FJI,2002,3.48156111
Fiji,FJI,2003,3.35233567
Fiji,FJI,2004,3.60774412
Fiji,FJI,2005,3.60776119
Fiji,FJI,2006,3.83604195
Fiji,FJI,2007,3.74015968
Fiji,FJI,2008,3.67865292
Fiji,FJI,2009,4.25794871
Fiji,FJI,2010,4.22789631
Fiji,FJI,2011,4.05573589
Fiji,FJI,2012,4.16378175
Fiji,FJI,2013,4.26284098
Fiji,FJI,2014,4.48749874
Finland,FIN,1995,7.84986061
Finland,FIN,1996,8.03312617
Finland,FIN,1997,7.71484885
Finland,FIN,1998,7.35005359
Finland,FIN,1999,7.37327066
Finland,FIN,2000,7.21904777
Finland,FIN,2001,7.42501005
Finland,FIN,2002,7.80782855
Finland,FIN,2003,8.15119542
Finland,FIN,2004,8.20952406
Finland,FIN,2005,8.42946509
Finland,FIN,2006,8.38132513
Finland,FIN,2007,8.09335361
Finland,FIN,2008,8.35417138
Finland,FIN,2009,9.20360107
Finland,FIN,2010,9.0454216
Finland,FIN,2011,9.01149493
Finland,FIN,2012,9.29823712
Finland,FIN,2013,9.54669008
Finland,FIN,2014,9.67990894
Fragile and conflict affected situations,,2000,4.677996349
Fragile and conflict affected situations,,2001,5.145342478
Fragile and conflict affected situations,,2002,5.331476731
Fragile and conflict affected situations,,2003,5.170778787
Fragile and conflict affected situations,,2004,5.113023244
Fragile and conflict affected situations,,2005,4.453912511
Fragile and conflict affected situations,,2006,4.193193147
Fragile and conflict affected situations,,2007,4.324038125
Fragile and conflict affected situations,,2008,4.615649498
Fragile and conflict affected situations,,2009,5.295104644
Fragile and conflict affected situations,,2010,4.857704184
Fragile and conflict affected situations,,2011,4.861999058
Fragile and conflict affected situations,,2012,5.587166747
Fragile and conflict affected situations,,2013,5.829662557
Fragile and conflict affected situations,,2014,5.716773569
France,FRA,1995,10.11255569
France,FRA,1996,10.10873665
France,FRA,1997,9.97504961
France,FRA,1998,9.86474371
France,FRA,1999,9.85689755
France,FRA,2000,9.77454768
France,FRA,2001,9.88690294
France,FRA,2002,10.22030799
France,FRA,2003,10.42832417
France,FRA,2004,10.53472683
France,FRA,2005,10.59988615
France,FRA,2006,10.52922033
France,FRA,2007,10.44898821
France,FRA,2008,10.5698701
France,FRA,2009,11.28059369
France,FRA,2010,11.19721933
France,FRA,2011,11.33488998
France,FRA,2012,11.43898967
France,FRA,2013,11.56028303
France,FRA,2014,11.53951975
Gabon,GAB,1995,3.48304784
Gabon,GAB,1996,3.39675368
Gabon,GAB,1997,3.00630403
Gabon,GAB,1998,4.2435531
Gabon,GAB,1999,3.52033514
Gabon,GAB,2000,2.88920101
Gabon,GAB,2001,3.2299484
Gabon,GAB,2002,3.21867604
